,duration_ms,explicit,track_id,track,popularity,album,album_release_date,album_total_tracks,artist,artist_id
518,137534,True,2WgNZ6sSLeXwgEfXLbHl1h,40oz,32,40oz,2017-05-04,1,Michael Da Vinci,2POqOOLcEH30IODCaW1Ytw
519,304107,False,34BbWVBmEuhRP0BS1A2bAS,Pioneer Digital Plastic Sound,22,Pioneer Digital Plastic Sound,2023-02-01,1,1tbsp,6G01WYFYF91rjG5LtwMhY4
520,130917,False,3i742n37mQpCvRDPgL1Cec,Summer in Marseille,56,Summer in Marseille,2023-04-27,1,dublon,5Nzul0jB2OCPX7vmCFoJXD
521,60952,False,6Iap1Ft1nmQ8TAoLkR2WBO,three,45,2017 Archives,2024-07-30,14,Cult Member,1pR1W2iWfLwtMK776UeIcF
522,238285,True,6uwjDA0Qi6hk8C6lPJIMc9,Gassed Up,50,Gassed Up,2022-01-06,1,Zeds Dead,67qogtRNI0GjUr8PlaG6Zh
523,133101,False,3U4pNbbiqhqRejzccgC9Ux,be mine,44,be mine,2024-02-27,1,Billie Calvinn,6H327j2PgX2HZuLgxeuj47
524,453068,False,3i9QKRl5Ql3pgUfNdYBVTc,glow,62,ten days,2024-09-06,20,Fred again..,4oLeXFyACqeem2VImYeBFe
525,252466,False,423o3ZHIaBtGXyhF1uH41a,Walk of Life,60,Brothers in Arms,1985-05-13,9,Dire Straits,0WwSkZ7LtFUFjGjMZBMt6T
526,325805,False,5Yc2SVCeXXcDdALmmXIslb,Is It True - Four Tet Remix,36,Is It True (Four Tet Remix),2020-08-21,2,Tame Impala,5INjqkS1o8h1imAzPqGZBb
527,234152,True,5pIpewM8Pq4Xxn6yMN2uJx,B.O.R. (Birth of Rap),64,6 Kiss,2009-12-22,22,Lil B,4bbjivSh1oG4NOc7uYHfw5
528,99226,False,6OfnUW7ojHMgfubWVOeCkN,Black Cats,61,DOG BOY,2021-09-17,15,ZillaKami,4G1zP5i0r57g1c1CxrPhfM
529,171055,False,02C620dEG1ibOZymZtYJen,All The Small Things,22,Pub Jukebox,2019-07-12,34,blink-182,6FBDaR13swtiWwGhX1WQsP
530,194293,False,0fbnqrpTlUdy0PUwMdU8Pl,City Lights (feat. Pase Rock & Substantial),49,Spiritual State,2011-12-03,14,Nujabes,3Rq3YOF9YG9YfCWD4D56RZ
531,130070,True,18SVzej2aT7rf04XvCs7CB,Gas Pedal Remix,55,Gas Pedal Remix,2024-08-30,1,John Summit,7kNqXtgeIwFtelmRjWv205
532,254516,False,1KCMF9fdF7sNE74R2V46af,You,47,Childish,2024-09-27,10,Lane 8,27gtK7m9vYwCyJ04zz0kIb
533,301000,False,1UuYzoGq9L9M3Oczjm2nC3,Scar Work - Kelle Remix,1,Scar Work,2022-11-18,3,Jay Selway,2iKMTi2SXZWsGbl8LI8OSV
534,248807,False,2LMkwUfqC6S6s6qDVlEuzV,White Ferrari,84,Blonde,2016-08-20,17,Frank Ocean,2h93pZq0e7k5yf4dywlkpM
535,175388,False,2LokH4eFKgYlGGaqeRU6uN,Emotionally Unavailable,41,Emotionally Unavailable,2021-05-05,2,GnB Chili,0BbAouKPCNKRe8uo2k2XGU
536,165525,False,2b6tGpbflP62TnzKx9TSDu,A Room Up In The Sky (feat. The Marías),49,A Room Up In The Sky (feat. The Marías),2023-12-15,1,Eyedress,3XxNRirzbjfLdDli06zMaB
537,243263,False,2rIDrqcliMqD8AydNA4Tmc,Loved,42,Three,2024-03-15,8,Four Tet,7Eu1txygG6nJttLHbZdQOh
538,283139,False,3P098KqQxikO78YcuaLrFp,Cody Was A Tank,25,Memories,2022-05-24,3,DATSKO,2b1Yc522In2BV3Q1fj2JzY
539,178153,False,3mDFLytDotXo2p0rvfGbkA,What's Next,47,Scary Hours 2,2021-03-05,3,Drake,3TVXtAsR1Inumwj472S9r4
540,122400,False,4v3LkPH31MOIh2MFp8niuU,Chained Up,38,Night Killaz Vol. 2,2024-05-08,8,Snow Strippers,6TsAG8Ve1icEC8ydeHm3C8
541,236293,True,55OdqrG8WLmsYyY1jijD9b,Wyclef Jean,60,JEFFERY,2016-08-26,10,Young Thug,50co4Is1HCEo8bhOyUWKpn
542,267272,False,5h8ap9IoV27Pm0H83AJuEX,what we did in the desert,46,for a while,2020-11-29,13,eightiesheadachetape,0zqkC2avtnLE51BUOhuV21
543,277800,False,66UrahFMFZJibK9g5DoGRB,Keep Up,42,Against All Odds,2024-10-04,8,Funk Tribu,1vK8NnrPlBlF34LaiFX1SK
544,126988,False,74PYQHEdWRBPtLcJh5tzJj,gold,62,gold,2024-10-04,1,2hollis,72NhFAGG5Pt91VbheJeEPG
545,248192,True,77ipBv6VTnz7UewTIVScho,Kills,53,Flex Musix,2023-12-08,17,OsamaSon,0uj6QiPsPfK8ywLC7uwBE1
546,283875,False,7J6Kw5l4RZVTYhcvwp6ftM,Mimi,50,Pandora,2024-04-05,6,Wisp,3TJZG17pjOKXwx1ELKJPfm
547,111483,True,1IdA0tsAUkXcIB7kkPGtDj,Bitch Where,51,4NEM,2021-12-17,14,Chief Keef,15iVAtD3s3FsQR4w1v6M0P
548,178789,True,5R1ypHK15jupUwYgcYrylE,Call U Up (feat. Lou Phelps),49,TIMELESS,2024-06-07,21,KAYTRANADA,6qgnBH6iDM91ipVXv28OMu
549,134293,False,6YBkAOcaWyfMqW26K22utU,Symmetry,48,The Last Thing You Forget,2009-07-21,12,Title Fight,2CnhqfjUG0qzsru0SMuhrk
550,241485,False,6aBFaxvHfFXoiA5SWlqbdS,Bumblebee,44,Splatter,2018-11-28,10,Sleepwalk,79bG0WSxgj7fnJr9cDqPjL
551,145074,False,7yYur6YhUetXZj6b2CnWrE,Self Sabotage,64,Self Sabotage,2024-03-28,1,49th & Main,0nnF48t4C8uqGS5HPnCN3F
552,118393,True,4riDfclV7kPDT9D58FpmHd,Some,78,Some,2016-10-31,1,Steve Lacy,57vWImR43h4CaDao012Ofp
553,140643,False,00RLNHc2jkEjUoCUlFgPVT,welcome and goodbye,81,welcome and goodbye,2018-03-31,1,"Dream, Ivory",0qZyvjwZauLmrobrpJmvib
554,191351,True,0CIx9q9esKFbSP15NC5xh6,Deep Blue (feat. Young Nudy & Kal Banx),41,The House Is Burning [homies begged],2021-11-19,20,Isaiah Rashad,6aaMZ3fcfLv4tEbmY7bjRM
555,195738,False,11vWqvIaRdQTA8sXVAeBYS,Psyche,17,Floating in the midnight sun,2020-08-21,14,re:plus,6ftHlqrtNdAq0bWL7zkaTG
556,235613,False,12YGKHMw1l36tXlgU2Vrjj,Bored to Death,57,California (Deluxe Edition),2016-07-01,28,blink-182,6FBDaR13swtiWwGhX1WQsP
557,123428,False,1Rgb55W0TNZThWOW7Qby8a,its you,55,its you,2023-08-30,1,sodistilled,54S56FDCzOYP1EY3hb7wbW
558,308040,False,1TMxv8sfUhU55AC6Ul1PU5,Que Locura Enamorarme De Ti,70,Atrevido Y Diferente,1986-01-01,8,Eddie Santiago,5Wg6XnPTp0xXxFCjywwR9I
559,192182,True,1upQoQBckBvpwN4lewptFd,Cuban Links (feat. Kevin Gates),56,Ghetto Gospel,2019-11-01,14,Rod Wave,45TgXXqMDdF8BkjA83OM7z
560,185640,False,21yuHrj83KWSLRsCvDN7Ul,Cool in Motion,40,Satisfaction,2020-08-14,11,Narrow Head,4g6ODwOQYRZLsP89kEoBIu
561,202012,False,2WyedZ7owuPdgT4tcHhdo5,The Recipe,47,Renaissance,2020-08-28,14,Aluna,5ITI6SEoUZMIXXkzCfr4oE
562,209786,False,42MVI9N0ikM6m8QgrC1nUu,Look At Us,35,Sarina Paris,2001-05-22,13,Sarina Paris,41gheHlTde3shn2kiwndm7
563,105229,True,4H4x6mlA3Mk8zUqmLrirGI,douji feva,59,douji feva,2023-11-27,1,Barretta,1KVpqmrI8SIVWjipMC1FZl
564,201371,True,5LyKocU0lhUBlXrFKDxbBO,Snap My Finger (feat. PinkPantheress),64,TIMELESS,2024-06-07,21,KAYTRANADA,6qgnBH6iDM91ipVXv28OMu
565,176230,False,5Zs526IB2ezqyXc9WthLuY,Avalon,59,Avalon,2023-06-27,1,Zeruel,7tO6Y3qnEQUM3kaVNlpXbu
566,276000,True,613KmeuXIuqBM0plNinzUh,I'm God,57,6 Kiss,2009-12-22,22,Lil B,4bbjivSh1oG4NOc7uYHfw5
567,243486,False,73JlnwZjafppQRnzU2jRyd,Lavender,50,The Product Of My Love,2024-06-21,12,Druidess,6N29twfYpFP41MiqaJuCDW
568,267284,False,7fezQws2k5Fy98X4UScIbH,Poor Aileen,61,Ours Is Chrome,2015-05-04,11,Superheaven,1IHjrY7ygKbmLVoUV1VcXc
569,166287,False,7mb5XTIMvNZa2N0Mdx68Xi,Blinding Sights (Left Me Cold in the Night),50,A Carnival of Fears,2017-04-20,6,Yellow House,2jAzx88tHo3KNYauXANisl
570,254876,True,7u1rF3vsBwVQLiSiOI1WIV,Smoke,65,Shut up Be Quiet,2013-03-03,5,Xavier Wulf,3uo0ix4Y67XHVWBhXXIY1S
571,61370,False,0KnVSP9uNabmU6ph25BOSK,Middle of Nowhere,63,Remember Me? EP from Mp,2021-09-15,4,Macabre Plaza,7r8EHfxHZHU16sUV3BEH1t
572,178493,True,0kCZ2X6kIXZ5zRMrPx8Usx,Choose U,53,Layin' Da Smack Down (Explicit Version),2002-07-16,28,Project Pat,08Ld63UgKrJ0nZnCkzHtzc
573,130070,True,1LcPGiq7EjLLFRTAITK1CA,Gas Pedal Remix,51,Gas Pedal Remix,2024-08-30,1,John Summit,7kNqXtgeIwFtelmRjWv205
574,214588,False,1hwX5UMu9aUV44INM8GdPv,retire (final),68,hurry up mixtape,2021-08-01,4,Alvedon,6nFwmnSA3mMtoePROXi5LT
575,220653,False,1rf4SX7dduNbrNnOmupLzi,adore u,68,ten days,2024-09-06,20,Fred again..,4oLeXFyACqeem2VImYeBFe
576,218746,False,2MBlKZ8cSN8OmsIhWBH9ci,Kiss the Sky,52,Voices and Choices,2006-01-30,16,Shawn Lee's Ping Pong Orchestra,4a9trpOGiMh1H2xMOiDYLR
577,361052,False,38KNCg3xmTd0DxlWwR81nc,Gate 9,26,Europa,2022-12-06,2,Grand V,4bfsj3FOrfPAvZNbV27WHl
578,320840,False,3FlOciKDqFlTMPeC7t92Qy,She Works Hard For The Money,57,She Works Hard For The Money,1983-01-01,9,Donna Summer,2eogQKWWoohI3BSnoG7E2U
579,176000,False,3OPcGN44zYI7eg1OwHrSD0,Power (feat. Grabbitz),49,Power (feat. Grabbitz),2024-09-27,1,Subtronics,3NJ94iuAmmMjbszODYT6pO
580,243106,True,3yjVsUq8psgcHm8SQrZ8i4,Hip 2 Da Game,58,The Awakening,1996-02-20,16,Lord Finesse,1C6G15UmVQMDGpYbdsf1Oi
581,266080,False,5XbuSJGc5yWUkRBTOCk9BZ,Spartacus Love Theme,11,Miscellany,2015-03-11,15,re:plus,6ftHlqrtNdAq0bWL7zkaTG
582,260333,False,5floNyItopWZyB4IzKrJtW,トーキョーレギー,57,SEYCHELLES,1976-01-01,8,Masayoshi Takanaka,2Ex4vjQ6mSh5woTlDWto6d
583,197478,False,5n0abEPD52UfSS1g8FnnJs,Glow,51,Forever in Bloom,2020-09-18,13,Vacations,0U7iI0Dk4Ojvi17nZboNO4
584,139071,False,6MAfxjDn1I84Q2fZw3NlUa,Lose It All (I Don't Wanna),59,Levi Don't Do It,2024-01-19,8,BUNT.,2CpLIMBoE2ZzyY3ZBCRZ7j
585,314389,False,6NAFSxL8yGctNgHqxfQEF5,Next to Me,37,Next to Me,2021-08-11,2,RÜFÜS DU SOL,5Pb27ujIyYb33zBqVysBkj
586,121089,False,0Gz4Q1Bmyef5yA0G6LIIQZ,poster boy,54,2,2023-05-11,11,2hollis,72NhFAGG5Pt91VbheJeEPG
587,104214,True,0KK4d0hWZcVIVKdOcyJEZl,ForkInTheRoad,49,SoftwareUpdate2.0,2024-12-18,12,BONES,5v2WhpA59TJSdPh7LCx1lN
588,290063,True,0ZFQxmNIOj03o7OMaiPcVX,Alternative Outro,72,Alternative Trap,2013-02-25,13,LUCKI,5tQMB0cuNXdCtzovGt55uD
589,196123,True,0uzw4jwPC7zheH66q9c2oN,Groundhog Day,15,Groundhog Day,2016-12-13,1,Wale,67nwj3Y5sZQLl72VNUHEYE
590,183000,True,0vtJ9Dq53hfXE3KyP1yPni,40oz. To Freedom,56,40oz. To Freedom,1992-06-01,22,Sublime,0EdvGhlC1FkGItLOWQzG4J
591,96000,False,14341PCTnxSgULfXtPRCGu,E t h e r e a l,53,E t h e r e a l,2022-02-27,1,TOKYOPILL,39kuwM2oBNmrM3kEYVmk2X
592,206669,False,1nzD0hsIjB55JUuSKhExrT,MC1K,31,megacity1000,2024-08-29,10,1tbsp,6G01WYFYF91rjG5LtwMhY4
593,179594,True,1sDkDOiYt7nQWTAp8xUfR4,Shippūden,56,City Of God,2021-08-20,14,Blanco,5FxsPS1K61fHEVB3FNZw6Y
594,211560,False,2JKlf0IYz5oWsT3OCLyjpO,Caress Me Down,60,Sublime,1996-07-30,17,Sublime,0EdvGhlC1FkGItLOWQzG4J
595,139930,True,2KrkWcSP0oFWBUZzvj9KjS,Grown Up,51,Grown Up,2012-06-05,3,Danny Brown,7aA592KWirLsnfb5ulGWvU
596,503225,False,2Kv9MvbG4ZEEtoXy5aYPkC,Higher,40,Childish,2024-09-27,10,Lane 8,27gtK7m9vYwCyJ04zz0kIb
597,435748,False,2LtWGOsyqmd88HCHX3hNn6,Lexapro Delirium,45,Draining Love Story,2020-01-25,9,Sewerslvt,30F64wQIHvLiFTGaNZ73nU
598,202053,False,2YvWonOJesvP0yu9IFJY7S,I Don't Know How To Love,57,Portamento,2011-01-01,12,The Drums,0p5axeJsbtTCXBrRVoKjwu
599,234421,True,2dfnX2aizo1CGP8iHh2U8G,Grippy,48,Grippy,2024-05-24,1,Cash Cobain,2R0CFyeMDiRbfkhkIMbyl1
600,298980,False,2lNFWUrxuNaQsf5I1pDTPr,Sea Of Voices,43,Worlds,2014-08-08,12,Porter Robinson,3dz0NnIZhtKKeXZxLOxCam
601,115693,False,2mWfSr8i5MgyGooyHphXOR,Moon Strut (Intro),37,FIRST COLLECTION,2006-10-23,14,Nujabes,3Rq3YOF9YG9YfCWD4D56RZ
602,201515,False,2vENgCFqBNsyR0GLN5pRhP,Treetop,28,Instrumental Relics,2020-04-24,15,Clams Casino,5vSQUyT33qxr1xAX2Tkf3A
603,96000,False,30DnockD2UyU4uiwlCjc9L,Club Cyberia,45,Abandon The Flesh !,2022-03-14,5,TOKYOPILL,39kuwM2oBNmrM3kEYVmk2X
604,144000,True,3CDhJLat2ltF7sBrxw8dqK,DNA,47,FLAWLESS LIKE ME,2022-09-23,24,LUCKI,5tQMB0cuNXdCtzovGt55uD
605,171717,False,3GiORO0zRwRT3g9CCklzkQ,It's That Time - FISHER Remix,71,It's That Time (FISHER Remix),2024-06-21,3,Marlon Hoffstadt,0HHa7ZJZxUQlg5l2mB0N0f
606,415437,True,3HzivPsu9RTlnFQ8exigUB,Doin' Ya Thang,50,Doin' Ya Thang,2011-04-25,2,Oliver Dollar,38Z7dMMVB0YYbKn4fDYNz3
607,238745,False,3Od1ZJW0O6puhUWFzlg85d,ETERNAL NOW,41,RENEGADES OF LIGHT,2019-04-12,11,LSDREAM,3Hrqjumb6WHg2aAUHJHLND
608,88893,True,3icILkEkTKNPaPQ5usTbsw,New Drank,72,New Drank,2022-03-31,1,LUCKI,5tQMB0cuNXdCtzovGt55uD
609,236546,False,3wUne0H6z9p8PdkXZqOKRs,Tesla,48,Siblings,2022-02-14,14,The Simps,1jsT4oqnLcCax2grWbuhL6
610,101986,True,4HJ4L8hpX9YjTwipKTYwaW,Ontheway! (feat. Standing On The Corner),49,Some Rap Songs,2018-11-30,15,Earl Sweatshirt,3A5tHz1SfngyOZM2gItYKu
611,185953,False,4IhCpufYdnbCIjwWw7tqty,"1, 2 Step - DJ HEARTSTRING Remix",48,"1, 2 Step (DJ HEARTSTRING Remix)",2023-07-28,1,Ciara,2NdeV5rLm47xAvogXrYhJX
612,203706,False,4MbUcaX58NkUmKXe6FuBaV,Blessing It -remix (feat. Substantial & Pase Rock from Five Deez),51,Metaphorical Music,2003-08-21,15,Nujabes,3Rq3YOF9YG9YfCWD4D56RZ
613,93023,False,4bfePuNqL8JtworeOBjWNS,Catch up! - Part 2,20,Speedrunners OST,2016-01-01,9,SonicPicnic,1z6WXrinDYXkjzi9AcM58y
614,240666,False,4x7z7PwjRpbtFNKXihsHRr,Perfect Circle,47,Luv(sic) Hexalogy,2015-12-09,26,Nujabes,3Rq3YOF9YG9YfCWD4D56RZ
615,289787,False,51oib6a2dRu2f6x8OMMphQ,Réveiller (feat. manon),47,Réveiller (feat. manon),2021-03-26,1,Shaolin Cowboy,3SLV96o2Xa4oOZpSl5FwgD
616,61340,False,52Td1R2HmvP5gevSgUaifx,Middle of Nowhere,17,Remember Me? EP from Mp,2021-09-15,4,Macabre Plaza,7r8EHfxHZHU16sUV3BEH1t
617,237733,True,57pOLYHz6mt5aMkOXa2Gis,Ghetto Symphony (feat. Gunplay & A$AP Ferg),58,LONG.LIVE.A$AP (Deluxe Version),2013-01-01,17,A$AP Rocky,13ubrt8QOOCPljQ2FL1Kca
618,397500,False,5f4MKRtKu2LqiyAzetzXFQ,Drift,35,Contradiction,2017-04-28,3,Amelie Lens,5Ho1vKl1Uz8bJlk4vbmvmf
619,173250,False,5iq8BZoCP05ihLpMVUB6VA,Survive It,46,Survive It,2024-08-09,1,Ben Nicky,3Bd1phrOZJuCev9U0bzdtA
620,120005,True,5mTgDEumDSwKNhMlgGa1p7,Drank,36,THE COMEUP,2024-05-24,13,smokedope2016,3hGJ4nHdF99Vs0gQdXz5Nw
621,312080,False,5yIRZQ9sFo13Ajuygx3Y7l,let go (feat. Nujabes),27,MELODICA,2013-09-06,12,haruka nakamura,52R2tXlJMDDDYcpBSnn3k4
622,176880,True,5zd9TgduWbfFXwgnm3K3Rz,Poppin' My Collar (feat. Project Pat),59,Most Known Unknown,2006-06-20,22,Three 6 Mafia,26s8LSolLfCIY88ysQbIuT
623,193493,False,64RQTM5ih8kx5rl8fxbRVv,Ladykillers,47,Lovelife,1996-03-18,12,Lush,3ysp8GwsheDcBxP9q65lBg
624,382385,False,6A7KmZX6KCf5ho1UUnPoA4,Open Air - DJ HEARTSTRING Remix,28,TDJ123 DELUXE,2022-08-26,31,TDJ,540RtWfpQokIlaRgMDjU9v
625,108008,True,6AlxyQ0fZHXZtXIrlfP3x6,Swerve Slow,58,See You There,2015-05-28,18,Chris Travis,6TxY5T8v9RjF7Ry4XQvWT5
626,173056,True,6ioJIbTdQEpbvkTdPuwhF5,Handsome,51,Karma 3,2020-08-14,15,Dave East,7e10JUMF7MJmmwYpnTSMI5
627,174035,False,6rHBKKhVw5pANLuynFxQjp,Favorite Lifeline,35,Night Killaz Vol. 2,2024-05-08,8,Snow Strippers,6TsAG8Ve1icEC8ydeHm3C8
628,416120,False,6zhJTND7yPNEP5M37t17Wf,Light,1,Sunset Delights,2009-12-07,9,Jay Selway,2iKMTi2SXZWsGbl8LI8OSV
629,130181,False,76LLylCLXLnSlGryFEJzJp,U-Bahn Ride,29,megacity1000,2024-08-29,10,1tbsp,6G01WYFYF91rjG5LtwMhY4
630,283689,True,7BjygzvUpf8P7X6uWzIhsF,LAND OF THE FREE,47,ALL-AMERIKKKAN BADA$$,2017-04-07,12,Joey Bada$$,2P5sC9cVZDToPxyomzF1UH
631,269693,True,7DTlsMOQjGysXHpwwpHuPl,Lifestyle,68,Lifestyle,2014-06-05,1,Rich Gang,5pU9lKGn9IUnVvOCONrcIS
632,226659,False,7HcWPGZthxKMKDtpTocsgr,Neurasync,33,megacity1000,2024-08-29,10,1tbsp,6G01WYFYF91rjG5LtwMhY4
633,247613,False,7KMm1zF2QOTSw2t01IAFif,Counting Stars,54,2nd Collection,2007-11-11,14,Nujabes,3Rq3YOF9YG9YfCWD4D56RZ
634,177013,False,7m6xr2HY0BYmBDTh2UIx02,Pantyhose,57,French Exit,2014-06-05,12,TV Girl,0Y6dVaC9DZtPNH4591M42W
635,133533,False,1R4Ut8EB0EyJFjCb3oNfWg,Go home already,54,Go home already,2023-06-09,1,projektbau,6zMFuvc7I8OgPAJj9jhSd4
636,218190,False,1c478uMN61yF2JOXXEtsdw,Spectrum (Say My Name) - Calvin Harris Remix,56,Spectrum (Say My Name) EP,2012-01-01,4,Florence + The Machine,1moxjboGR7GNWYIMWsRjgG
637,272440,True,1muLq1kBLWIT3pmNC2xl0g,Foe Tha Love of $,62,Creepin on Ah Come Up,1994-06-21,8,Bone Thugs-N-Harmony,5spEJXLwD1sKUdC2bnOHPg
638,162679,False,2wOkgGpv4R7HlCPqeKnrgS,into place,53,into place,2024-07-19,1,Midrift,6ROfszneZDogjnbgqkxA7E
639,123901,False,4BfE914TITP5y8lcfdm9HD,Limosina,31,Limosina,2024-05-09,1,1tbsp,6G01WYFYF91rjG5LtwMhY4
640,171891,True,4oViDMf3xLwW8Ne4lp26mC,Swerve On Em (feat. A$AP Rocky),28,White Bronco,2018-11-01,11,Action Bronson,7BMccF0hQFBpP6417k1OtQ
641,258013,False,5S7xGgvd4RWejVhj6mZHMq,Finally,26,Finally,2024-01-26,1,Baron Von Trax,0fwVrpm40ibmSV0BNqbQgT
642,348760,False,6cr6UDpkjEaMQ80OjWqEBQ,Sultans of Swing,64,Dire Straits,1978-10-07,9,Dire Straits,0WwSkZ7LtFUFjGjMZBMt6T
643,313055,False,05PprgbFr2yKxOdsw9cWBQ,Berriat Players,31,Berriat Players,2022-04-21,1,Binary Digit,3cX9YEC5CPeBgF5yRRIJp0
644,253386,True,0SA0mMXWh23raZ6xzOCU2V,She,75,Goblin,2011-05-09,18,"Tyler, The Creator",4V8LLVI7PbaPR0K2TGSxFF
645,177580,False,1lWiQ34sGK1i862zAFiRNW,Forever 2 (Crush Mix) - Malugi Remix,44,Forever 2 (Crush Mix) [Malugi Remix],2024-03-29,1,Confidence Man,0RwXnFrEoI8tltFvYpJgP6
646,238367,False,3J571kOMtmPh3s3c57xpUW,At Night,42,At Night EP,2024-05-24,4,Upper90,5ye3YheRaIaodo3nid7Wxz
647,140000,True,3wGXyJGsCf1myH5MooQIqE,The Race,66,#SantanaWorld (+),2017-12-14,10,Tay-K,2ODbg2404zUzTi02qIPEjB
648,287627,False,4OmlsAT8r4q9vPFBvfYgyZ,Is It Really You?,64,I Let It in and It Took Everything,2020-02-07,14,Loathe,4G9wSdX0klmoHfjm9i6DLd
649,218005,False,5dcG6HCp0jF90Fx2pRKycM,Blissed,49,Blissed,2021-05-01,4,Suzy Sheer,50p44UTSqyTs7BBHCeQq2V
650,160314,False,6MRUQNjaUud1TiFBRV8HNq,Tell Me What You Want,70,Tell Me What You Want,2024-06-14,1,Oden & Fatzo,2YEnrpAWWaNRFumgde1lLH
651,267946,False,6dJqGZfCEPfxojPYMGvmoc,Turn On The Lights again.. (feat. Future),58,USB,2022-01-18,14,Fred again..,4oLeXFyACqeem2VImYeBFe
652,226520,True,6m192NGYZHIbO5UBkkM4oN,Thuggin’,52,Piñata,2014-03-18,17,Freddie Gibbs,0Y4inQK6OespitzD6ijMwb
653,250976,True,73g0wttxqVd0uiKQ7tAGhK,Stayin True,53,Pizza and Codeine,2012-08-10,17,Chris Travis,6TxY5T8v9RjF7Ry4XQvWT5
654,220133,True,787rCZF9i4L1cXGMkdyIk4,LVL,75,LONG.LIVE.A$AP (Deluxe Version),2013-01-01,17,A$AP Rocky,13ubrt8QOOCPljQ2FL1Kca
655,252666,False,7E4qUlNYocWix5FKBdw5CN,OH! TENGO SUERTE,57,SEYCHELLES,1976-01-01,8,Masayoshi Takanaka,2Ex4vjQ6mSh5woTlDWto6d
656,205040,True,7ycWLEP1GsNjVvcjawXz3z,Praise The Lord (Da Shine) (feat. Skepta),80,TESTING,2018-05-25,15,A$AP Rocky,13ubrt8QOOCPljQ2FL1Kca
657,168000,False,0yotOi6EFaBal5Gy7YVcuI,Spacetime (feat. NEVVE),49,FRACTALS,2022-01-14,16,Subtronics,3NJ94iuAmmMjbszODYT6pO
658,176621,False,1AmVWLPhCqTMt4y5t0cB8T,Ashtray,46,Satisfaction,2020-08-14,11,Narrow Head,4g6ODwOQYRZLsP89kEoBIu
659,212902,False,1QihdrOippsltEK1LqdbPI,Caroline,43,Moments of Clarity,2023-02-10,12,Narrow Head,4g6ODwOQYRZLsP89kEoBIu
660,314680,True,1dF5Y2dd7Wm4wZKvVjWBpr,1st of Tha Month,63,E. 1999 Eternal,1995-07-25,17,Bone Thugs-N-Harmony,5spEJXLwD1sKUdC2bnOHPg
661,316454,False,1yfUYv5TOkuFbePQubZlEk,Sun Phase,39,Sun Phase,2021-07-02,1,Pretty Girl,6KkltYAOOGsCaW7dO9jF98
662,189517,False,20iODoi8eZUC1sBS5C01GF,Down Low - YDG Remix,52,Down Low (YDG Remix),2024-06-21,1,it's murph,3zW0xazqnHoq9QV9zBROVC
663,225876,False,27c8cMslxtKNlC9WPVJtgF,Hypnotized,47,Night Shades - EP,2023-07-28,2,Funk Tribu,1vK8NnrPlBlF34LaiFX1SK
664,148271,False,2Rqj17uizlfJBJ7QUCoKNv,C Ur Face,34,Demon Compass,2023-10-13,12,Provoker,62s5q1tm3UAcRnbGY9CCI9
665,185896,False,2qRKTg13LJGHO4fmQTWT7x,You Give Me A Feeling,66,You Give Me A Feeling,2021-11-12,1,Vintage Culture,28uJnu5EsrGml2tBd7y8ts
666,208917,True,40EXFgNMOIQRQOwJZ8mJkC,Who Told You (feat. Drake),62,Who Told You (feat. Drake),2023-06-08,1,J Hus,2a0uxJgbvvIRI4GX8pYfcr
667,212760,True,4dbZObCjUs95HtmEHfKbnU,Feel Me Flow,65,Poverty's Paradise (25th Anniversary - Remastered),1995-01-01,23,Naughty By Nature,4Otx4bRLSfpah5kX8hdgDC
668,234545,False,4gPzgnuf6njljiwLFKM2lV,Closer,53,Closer,2024-10-04,3,Gaskin,17uIxPZilMlZt3g31mL4sm
669,200386,False,4mHQYHW9lkawsIX9Nq8slb,Shoulders,35,Shoulders,2017-06-09,1,Golden Vessel,6bJCrLZcvsBMzve04BmgwS
670,217181,True,4paTIojVRwNvVfS70Q0nvT,whatever it takes,46,whatever it takes,2018-08-04,1,convolk,3ddT1Q3KQAm1G7UcIfz5KJ
671,64768,False,5AwERbJzHU89ztgK1vAjOA,Put The Gloxx Down,45,You Weren't Supposed To See That...,2023-09-14,12,DJmegan23,56zdYcwtmdYq3WlBYQeHoA
672,212210,False,5EhnuLMer8qAXEDwmLtyrW,Puzzle Box,53,Puzzle Box,2022-03-04,1,Rezz,4aKdmOXdUKX07HVd3sGgzw
673,268016,False,6mqBM2MtZhsMkVnT0JZLAM,Motivation,37,Instrumentals,2011-03-07,13,Clams Casino,5vSQUyT33qxr1xAX2Tkf3A
674,173083,False,786iTk3rxpLP4HLnRzZBCw,We Want More,35,Daddycation,2024-10-11,6,Marlon Hoffstadt,0HHa7ZJZxUQlg5l2mB0N0f
675,228706,False,7qDCEeNYDd56KQ4HnH1B0y,Summer Breezin' (With Bounty Killer),16,Respect (PA Version),2002-01-01,13,Diana King,221iMiF62DFPnVuCLJakP1
676,46086,False,7uk7aG1O2lYLbIt4hE7p5d,Mg1,60,Wlfgrl,2014-02-17,13,Machine Girl,17Vw9uuOYB7XYjPt0LNFN0
677,243600,False,7vgoyeYWzD00lqMgJhsndb,Let's Just - Baron Von Trax Remix,38,Let's Just (Baron Von Trax Remix),2023-09-08,2,Tommy Farrow,48PJbNNOaXy5gbHGHlar5T
678,296500,False,09SAykBVXYdVjhsEFc0yiI,Rush of Joy,14,Rush of Joy,2022-07-06,1,Butschi,5w2AnakbHiabcr3RZPLqr5
